power,time,temperature
0.0,0.0,25.184316133333333
0.0,0.010416666666666666,25.08458866666667
0.0,0.020833333333333332,24.935752600000004
0.0,0.03125,24.8461304
0.0,0.041666666666666664,24.621525357142858
0.0,0.052083333333333336,24.5360922
0.0,0.0625,24.638673866666664
0.0,0.07291666666666667,24.87302233333333
0.0,0.08333333333333333,24.936930466666663
0.0,0.09375,25.0122476
0.0,0.10416666666666667,25.005149333333332
0.0,0.11458333333333333,24.993019533333328
0.0,0.125,25.016309428571425
0.0,0.13541666666666666,24.985215266666664
0.0,0.14583333333333334,24.93773193333333
0.0,0.15625,24.87909953333333
0.0,0.16666666666666666,24.6789022
0.0,0.17708333333333334,24.3519308
0.0,0.1875,24.0626222
0.0,0.19791666666666666,24.013224200000003
0.0,0.20833333333333334,24.1771058
0.0,0.21875,24.304888
0.0,0.22916666666666666,24.328727266666665
0.0,0.23958333333333334,24.28921113333333
0.44864229025238095,0.25,24.088446066666663
2.9248100906190473,0.2604166666666667,24.01163526666667
6.941433982636364,0.2708333333333333,23.976731266666665
13.012086039545455,0.28125,24.21899
18.793597403181817,0.2916666666666667,24.5373984
20.256458331818184,0.3020833333333333,24.8159595
19.826950757272726,0.3125,24.988789866666668
20.179951298636364,0.3229166666666667,25.21618033333333
29.470365259999998,0.3333333333333333,25.41951306666667
46.33507142818182,0.34375,25.95908213333333
50.967984305909084,0.3541666666666667,26.430782066666666
42.04793831136363,0.3645833333333333,26.8318298
75.27222402636363,0.375,27.6209698
44.92091720772727,0.3854166666666667,27.988362071428572
34.78284090863636,0.3958333333333333,27.516727866666667
73.3500162340909,0.40625,27.450107666666668
83.19373376499999,0.4166666666666667,28.632191866666663
72.14388798681819,0.4270833333333333,28.768912733333337
58.68347077954545,0.4375,29.35144260000001
51.419610389545454,0.4479166666666667,28.854707866666665
88.07637986681819,0.4583333333333333,29.410819333333336
72.86419372272728,0.46875,30.21606228571428
70.64052759727274,0.4791666666666667,30.2870728
76.21281655772727,0.4895833333333333,30.811049333333333
70.8280438309091,0.5,31.305375066666663
95.258817645,0.5104166666666666,31.50729773333333
89.94750000454546,0.5208333333333334,32.147684733333335
95.19056276954545,0.53125,32.39142040000001
59.01925324681818,0.5416666666666666,32.622796071428574
68.06388798818182,0.5520833333333334,32.49706446666666
79.80612013,0.5625,32.52462140000001
77.71390421999999,0.5729166666666666,32.67847086666667
101.10850649727274,0.5833333333333334,33.763185400000005
118.09694805454545,0.59375,34.13076993333335
64.9554237009091,0.6041666666666666,34.08138426666667
73.05251352818182,0.6145833333333334,33.69572221428571
58.45653409090909,0.625,33.89057606666666
65.11597402545455,0.6354166666666666,34.043744000000004
75.88469155909091,0.6458333333333334,34.40285233333333
48.88507305181818,0.65625,34.430942666666674
49.60030844136363,0.6666666666666666,34.38115033333334
45.22409902590909,0.6770833333333334,34.12625693333333
47.30891233772727,0.6875,34.35660993333333
35.35327110409091,0.6979166666666666,33.86159653333333
22.688076298636364,0.7083333333333334,33.443313571428575
22.599391234545454,0.71875,33.30025473333334
11.931287878636363,0.7291666666666666,33.03212220000001
5.177840909090909,0.7395833333333334,32.311871133333334
2.956818181818182,0.75,31.13241364285714
0.9996444805045454,0.7604166666666666,29.243110933333337
0.0,0.7708333333333334,28.495518
0.0,0.78125,27.8840638
0.0,0.7916666666666666,27.455975400000003
0.0,0.8020833333333334,27.0975484
0.0,0.8125,27.01870113333333
0.0,0.8229166666666666,23.787237466666667
0.0,0.8333333333333334,22.66317964285714
0.0,0.84375,23.412097066666668
0.0,0.8541666666666666,22.30098866666667
0.0,0.8645833333333334,22.0374816
0.0,0.875,22.168518066666667
0.0,0.8854166666666666,22.1193604
0.0,0.8958333333333334,22.221250333333334
0.0,0.90625,22.236828466666665
0.0,0.9166666666666666,22.22185842857143
0.0,0.9270833333333334,22.149312533333333
0.0,0.9375,22.104713866666668
0.0,0.9479166666666666,22.057079933333338
